INFO:0:train:(18943.939453125, tensor(3.6493))
INFO:29:train:(4747.3466796875, tensor(1.4012))
INFO:29:test:(2966.5947265625, tensor(0.8373))
INFO:30:train:(4743.55810546875, tensor(1.4065))
INFO:30:test:(2948.3828125, tensor(0.8383))
INFO:31:train:(4740.255859375, tensor(1.4121))
INFO:31:test:(2929.516845703125, tensor(0.8385))
INFO:32:train:(4733.29443359375, tensor(1.4163))
INFO:32:test:(2910.412109375, tensor(0.8372))
INFO:33:train:(4721.400390625, tensor(1.4179))
INFO:33:test:(2893.36083984375, tensor(0.8347))
INFO:34:train:(4706.73974609375, tensor(1.4170))
INFO:34:test:(2882.6953125, tensor(0.8316))
INFO:35:train:(4693.779296875, tensor(1.4139))
INFO:35:test:(2881.504150390625, tensor(0.8289))
INFO:36:train:(4685.91650390625, tensor(1.4097))
INFO:36:test:(2888.45751953125, tensor(0.8271))
INFO:37:train:(4682.89453125, tensor(1.4053))
INFO:37:test:(2898.474609375, tensor(0.8262))
INFO:38:train:(4680.96875, tensor(1.4016))
INFO:38:test:(2904.643310546875, tensor(0.8260))
INFO:39:train:(4675.7646484375, tensor(1.3991))
INFO:39:test:(2903.560791015625, tensor(0.8262))
INFO:40:train:(4665.2685546875, tensor(1.3979))
INFO:40:test:(2897.199462890625, tensor(0.8269))
INFO:41:train:(4650.744140625, tensor(1.3980))
INFO:41:test:(2891.056396484375, tensor(0.8285))
INFO:42:train:(4634.8857421875, tensor(1.3988))
INFO:42:test:(2891.108154296875, tensor(0.8311))
INFO:43:train:(4620.06640625, tensor(1.3992))
INFO:43:test:(2901.057373046875, tensor(0.8336))
INFO:44:train:(4604.36572265625, tensor(1.3965))
INFO:44:test:(2921.74072265625, tensor(0.8344))
INFO:45:train:(4583.19775390625, tensor(1.3877))
INFO:45:test:(2959.012939453125, tensor(0.8353))
INFO:46:train:(4558.64892578125, tensor(1.3738))
INFO:46:test:(3016.0439453125, tensor(0.8406))
INFO:47:train:(4534.9208984375, tensor(1.3602))
INFO:47:test:(3077.708740234375, tensor(0.8525))
INFO:48:train:(4506.65673828125, tensor(1.3525))
INFO:48:test:(3146.995849609375, tensor(0.8722))
INFO:49:train:(4478.2197265625, tensor(1.3521))
INFO:49:test:(3245.08935546875, tensor(0.8924))
INFO:50:train:(4446.21240234375, tensor(1.3437))
INFO:50:test:(3370.197998046875, tensor(0.9113))
INFO:51:train:(4414.47900390625, tensor(1.3261))
INFO:51:test:(3460.526123046875, tensor(0.9389))
INFO:52:train:(4380.16796875, tensor(1.3272))
INFO:52:test:(3546.591552734375, tensor(0.9608))
INFO:53:train:(4355.2578125, tensor(1.3242))
INFO:53:test:(3598.339599609375, tensor(0.9632))
INFO:54:train:(4345.69775390625, tensor(1.3100))
INFO:54:test:(3585.49365234375, tensor(0.9752))
INFO:55:train:(4331.46484375, tensor(1.3255))
INFO:55:test:(3505.280029296875, tensor(0.9451))
INFO:56:train:(4301.21875, tensor(1.3041))
INFO:56:test:(3433.05859375, tensor(0.9319))
INFO:57:train:(4280.46435546875, tensor(1.3039))
INFO:57:test:(3397.167724609375, tensor(0.9344))
INFO:58:train:(4273.9248046875, tensor(1.3161))
INFO:58:test:(3340.05615234375, tensor(0.9156))
INFO:59:train:(4249.2177734375, tensor(1.3042))
INFO:59:test:(3328.5498046875, tensor(0.9062))
INFO:60:train:(4239.107421875, tensor(1.2944))
INFO:60:test:(3367.869873046875, tensor(0.9226))
INFO:61:train:(4210.1572265625, tensor(1.2991))
INFO:61:test:(3416.9853515625, tensor(0.9304))
INFO:62:train:(4184.869140625, tensor(1.2909))
INFO:62:test:(3472.53173828125, tensor(0.9298))
INFO:63:train:(4184.89306640625, tensor(1.2744))
INFO:63:test:(3650.964599609375, tensor(0.9766))
INFO:64:train:(4224.29931640625, tensor(1.2960))
INFO:64:test:(3577.53271484375, tensor(0.9400))
INFO:65:train:(4228.70703125, tensor(1.2668))
INFO:65:test:(3494.179443359375, tensor(0.9356))
INFO:66:train:(4149.9462890625, tensor(1.2685))
INFO:66:test:(3528.969482421875, tensor(0.9578))
INFO:67:train:(4168.95361328125, tensor(1.2938))
INFO:67:test:(3491.763916015625, tensor(0.9504))
INFO:68:train:(4136.08984375, tensor(1.2869))
INFO:68:test:(3490.244140625, tensor(0.9401))
INFO:69:train:(4117.478515625, tensor(1.2673))
INFO:69:test:(3571.978759765625, tensor(0.9523))
INFO:70:train:(4131.52392578125, tensor(1.2608))
INFO:70:test:(3625.935546875, tensor(0.9730))
INFO:71:train:(4089.821533203125, tensor(1.2620))
INFO:71:test:(3671.78662109375, tensor(0.9914))
INFO:72:train:(4080.06689453125, tensor(1.2711))
INFO:72:test:(3609.832763671875, tensor(0.9767))
INFO:73:train:(4069.556640625, tensor(1.2690))
INFO:73:test:(3454.01123046875, tensor(0.9356))
INFO:74:train:(4033.930419921875, tensor(1.2538))
INFO:74:test:(3488.98193359375, tensor(0.9355))
INFO:75:train:(4036.779052734375, tensor(1.2421))
INFO:75:test:(3613.045166015625, tensor(0.9685))
INFO:76:train:(4009.90673828125, tensor(1.2390))
INFO:76:test:(3516.414794921875, tensor(0.9549))
INFO:77:train:(3978.970703125, tensor(1.2452))
INFO:77:test:(3693.745849609375, tensor(1.0019))
INFO:78:train:(3970.677734375, tensor(1.2455))
INFO:78:test:(3292.746826171875, tensor(0.9050))
INFO:79:train:(3970.291015625, tensor(1.2445))
INFO:79:test:(4123.26953125, tensor(1.1098))
INFO:80:train:(4088.26025390625, tensor(1.2623))
INFO:80:test:(3965.397705078125, tensor(1.0726))
INFO:81:train:(4008.13525390625, tensor(1.2497))
INFO:81:test:(3488.24072265625, tensor(0.9554))
INFO:82:train:(3907.82080078125, tensor(1.2294))
INFO:82:test:(3075.78369140625, tensor(0.8615))
INFO:83:train:(4045.7548828125, tensor(1.2707))
INFO:83:test:(3296.90966796875, tensor(0.9070))
INFO:84:train:(3899.64794921875, tensor(1.2270))
INFO:84:test:(3530.121337890625, tensor(0.9573))
INFO:85:train:(3873.27392578125, tensor(1.2118))
INFO:85:test:(3774.406005859375, tensor(1.0087))
INFO:86:train:(3916.68994140625, tensor(1.2165))
INFO:86:test:(3797.353271484375, tensor(1.0216))
INFO:87:train:(3995.31396484375, tensor(1.2492))
INFO:87:test:(3603.3203125, tensor(0.9818))
INFO:88:train:(3996.356689453125, tensor(1.2537))
INFO:88:test:(3422.766357421875, tensor(0.9275))
INFO:89:train:(3991.50146484375, tensor(1.2357))
INFO:89:test:(3306.2138671875, tensor(0.8906))
INFO:90:train:(4018.37744140625, tensor(1.2311))
INFO:90:test:(3236.6494140625, tensor(0.8779))
INFO:91:train:(3964.4375, tensor(1.2258))
INFO:91:test:(3268.338134765625, tensor(0.8943))
INFO:92:train:(3877.26806640625, tensor(1.2173))
INFO:92:test:(3381.40185546875, tensor(0.9230))
INFO:93:train:(3822.740478515625, tensor(1.2048))
INFO:93:test:(3514.25244140625, tensor(0.9397))
INFO:94:train:(3895.03466796875, tensor(1.2023))
INFO:94:test:(3862.70751953125, tensor(1.0192))
INFO:95:train:(3983.439697265625, tensor(1.2082))
INFO:95:test:(3892.503662109375, tensor(1.0365))
INFO:96:train:(3938.595947265625, tensor(1.2042))
INFO:96:test:(3669.9443359375, tensor(0.9983))
INFO:97:train:(3809.377197265625, tensor(1.1914))
INFO:97:test:(3211.455322265625, tensor(0.8896))
INFO:98:train:(3857.94482421875, tensor(1.2099))
INFO:98:test:(3626.90869140625, tensor(0.9939))
INFO:99:train:(3789.54638671875, tensor(1.1993))
INFO:99:test:(3800.487548828125, tensor(1.0322))
INFO:100:train:(3875.330810546875, tensor(1.2148))
INFO:100:test:(3752.40283203125, tensor(1.0172))
INFO:101:train:(3901.42578125, tensor(1.2162))
INFO:101:test:(3637.138916015625, tensor(0.9861))
INFO:102:train:(3885.59033203125, tensor(1.2115))
INFO:102:test:(3535.051513671875, tensor(0.9617))
INFO:103:train:(3883.427978515625, tensor(1.2156))
INFO:103:test:(3469.72509765625, tensor(0.9461))
INFO:104:train:(3909.65869140625, tensor(1.2253))
INFO:104:test:(3390.67041015625, tensor(0.9270))
INFO:105:train:(3888.852294921875, tensor(1.2207))
INFO:105:test:(3339.81103515625, tensor(0.9100))
INFO:106:train:(3869.384765625, tensor(1.2104))
INFO:106:test:(3460.821533203125, tensor(0.9355))
INFO:107:train:(3800.067138671875, tensor(1.1859))
INFO:107:test:(3639.080322265625, tensor(0.9826))
INFO:108:train:(3799.70654296875, tensor(1.1861))
INFO:108:test:(3690.584716796875, tensor(1.0012))
INFO:109:train:(3766.02978515625, tensor(1.1836))
INFO:109:test:(3618.023681640625, tensor(0.9900))
INFO:110:train:(3709.885498046875, tensor(1.1729))
INFO:110:test:(3553.7236328125, tensor(0.9752))
INFO:111:train:(3685.3154296875, tensor(1.1685))
INFO:111:test:(3458.560791015625, tensor(0.9517))
INFO:112:train:(3667.82958984375, tensor(1.1614))
INFO:112:test:(3397.490478515625, tensor(0.9354))
INFO:113:train:(3667.864501953125, tensor(1.1604))
INFO:113:test:(3373.68798828125, tensor(0.9322))
INFO:114:train:(3659.603515625, tensor(1.1598))
INFO:114:test:(3420.106201171875, tensor(0.9505))
INFO:115:train:(3637.456787109375, tensor(1.1566))
INFO:115:test:(3478.758056640625, tensor(0.9708))
INFO:116:train:(3626.3330078125, tensor(1.1552))
INFO:116:test:(3507.155029296875, tensor(0.9812))
INFO:117:train:(3620.60986328125, tensor(1.1525))
INFO:117:test:(3493.807373046875, tensor(0.9789))
INFO:118:train:(3613.155029296875, tensor(1.1500))
INFO:118:test:(3447.958984375, tensor(0.9672))
INFO:119:train:(3597.983642578125, tensor(1.1493))
INFO:119:test:(3381.20556640625, tensor(0.9492))
INFO:120:train:(3583.541748046875, tensor(1.1479))
INFO:120:test:(3320.65576171875, tensor(0.9326))
INFO:121:train:(3575.727294921875, tensor(1.1463))
INFO:121:test:(3257.5556640625, tensor(0.9183))
INFO:122:train:(3581.487060546875, tensor(1.1505))
INFO:122:test:(3409.939208984375, tensor(0.9491))
INFO:123:train:(3618.09619140625, tensor(1.1515))
INFO:123:test:(3306.521240234375, tensor(0.9294))
INFO:124:train:(3734.37109375, tensor(1.1979))
INFO:124:test:(3293.531982421875, tensor(0.9285))
INFO:125:train:(3849.211181640625, tensor(1.2297))
INFO:125:test:(3275.07763671875, tensor(0.9210))
INFO:126:train:(3860.1494140625, tensor(1.2288))
INFO:126:test:(3273.958251953125, tensor(0.9179))
INFO:127:train:(3842.382568359375, tensor(1.2232))
INFO:127:test:(3286.52001953125, tensor(0.9193))
INFO:128:train:(3809.41162109375, tensor(1.2157))
INFO:128:test:(3312.5908203125, tensor(0.9204))
INFO:129:train:(3783.399169921875, tensor(1.2052))
INFO:129:test:(3319.605712890625, tensor(0.9152))
INFO:130:train:(3761.1298828125, tensor(1.1905))
INFO:130:test:(3314.21044921875, tensor(0.9104))
INFO:131:train:(3751.357421875, tensor(1.1818))
INFO:131:test:(3280.953369140625, tensor(0.9070))
INFO:132:train:(3726.81298828125, tensor(1.1836))
INFO:132:test:(3278.121337890625, tensor(0.9121))
INFO:133:train:(3712.281494140625, tensor(1.1852))
INFO:133:test:(3332.708251953125, tensor(0.9344))
INFO:134:train:(3670.7138671875, tensor(1.1726))
INFO:134:test:(3417.15478515625, tensor(0.9673))
INFO:135:train:(3653.11328125, tensor(1.1717))
INFO:135:test:(3468.181396484375, tensor(0.9870))
INFO:136:train:(3656.5966796875, tensor(1.1784))
INFO:136:test:(3437.347900390625, tensor(0.9787))
INFO:137:train:(3642.707763671875, tensor(1.1737))
INFO:137:test:(3354.864501953125, tensor(0.9520))
INFO:138:train:(3612.548583984375, tensor(1.1597))
INFO:138:test:(3271.01513671875, tensor(0.9240))
INFO:139:train:(3603.49560546875, tensor(1.1519))
INFO:139:test:(3236.171630859375, tensor(0.9146))
INFO:140:train:(3584.3193359375, tensor(1.1524))
INFO:140:test:(3252.4931640625, tensor(0.9170))
INFO:141:train:(3570.441162109375, tensor(1.1490))
INFO:141:test:(3261.267578125, tensor(0.9167))
INFO:142:train:(3566.079833984375, tensor(1.1401))
INFO:142:test:(3287.368408203125, tensor(0.9228))
INFO:143:train:(3560.93310546875, tensor(1.1379))
INFO:143:test:(3317.970458984375, tensor(0.9312))
INFO:144:train:(3549.92626953125, tensor(1.1403))
INFO:144:test:(3300.525634765625, tensor(0.9293))
INFO:145:train:(3528.18359375, tensor(1.1359))
INFO:145:test:(3283.1513671875, tensor(0.9255))
INFO:146:train:(3522.56787109375, tensor(1.1335))
INFO:146:test:(3277.58740234375, tensor(0.9258))
INFO:147:train:(3517.656005859375, tensor(1.1361))
INFO:147:test:(3298.260009765625, tensor(0.9336))
INFO:148:train:(3516.12890625, tensor(1.1391))
INFO:148:test:(3331.87744140625, tensor(0.9450))
INFO:149:train:(3509.871826171875, tensor(1.1368))
INFO:149:test:(3356.952880859375, tensor(0.9531))
INFO:150:train:(3506.473876953125, tensor(1.1338))
INFO:150:test:(3363.3955078125, tensor(0.9551))
INFO:151:train:(3500.697021484375, tensor(1.1328))
INFO:151:test:(3354.889892578125, tensor(0.9520))
INFO:152:train:(3494.515625, tensor(1.1333))
INFO:152:test:(3334.53955078125, tensor(0.9454))
INFO:153:train:(3489.6826171875, tensor(1.1324))
INFO:153:test:(3311.1416015625, tensor(0.9383))
INFO:154:train:(3484.19677734375, tensor(1.1291))
INFO:154:test:(3296.926513671875, tensor(0.9344))
INFO:155:train:(3480.24462890625, tensor(1.1271))
INFO:155:test:(3294.03369140625, tensor(0.9342))
INFO:156:train:(3475.78076171875, tensor(1.1273))
INFO:156:test:(3294.5166015625, tensor(0.9348))
INFO:157:train:(3472.891357421875, tensor(1.1273))
INFO:157:test:(3285.139404296875, tensor(0.9332))
INFO:158:train:(3467.77294921875, tensor(1.1252))
INFO:158:test:(3279.5888671875, tensor(0.9323))
INFO:159:train:(3463.625732421875, tensor(1.1237))
INFO:159:test:(3281.12744140625, tensor(0.9331))
INFO:160:train:(3459.259521484375, tensor(1.1239))
INFO:160:test:(3285.374755859375, tensor(0.9348))
INFO:161:train:(3456.2138671875, tensor(1.1241))
INFO:161:test:(3287.0849609375, tensor(0.9362))
INFO:162:train:(3452.536865234375, tensor(1.1226))
INFO:162:test:(3289.91357421875, tensor(0.9376))
INFO:163:train:(3449.55126953125, tensor(1.1207))
INFO:163:test:(3294.330810546875, tensor(0.9388))
INFO:164:train:(3445.555419921875, tensor(1.1200))
INFO:164:test:(3296.91015625, tensor(0.9385))
INFO:165:train:(3440.5390625, tensor(1.1191))
INFO:165:test:(3293.950439453125, tensor(0.9362))
INFO:166:train:(3433.935791015625, tensor(1.1163))
INFO:166:test:(3296.266357421875, tensor(0.9351))
