INFO:0:train:(22228.404296875, tensor(4.3070))
INFO:55:train:(4656.3984375, tensor(1.3239))
INFO:55:test:(5188.46923828125, tensor(1.3002))
INFO:56:train:(4507.3388671875, tensor(1.2687))
INFO:56:test:(5357.8564453125, tensor(1.3349))
INFO:57:train:(4460.47998046875, tensor(1.2624))
INFO:57:test:(5447.8955078125, tensor(1.3565))
INFO:58:train:(4425.41162109375, tensor(1.2688))
INFO:58:test:(5316.06201171875, tensor(1.3380))
INFO:59:train:(4386.85791015625, tensor(1.2630))
INFO:59:test:(5160.43408203125, tensor(1.3084))
INFO:60:train:(4403.607421875, tensor(1.2631))
INFO:60:test:(5324.99609375, tensor(1.3407))
INFO:61:train:(4344.1650390625, tensor(1.2521))
INFO:61:test:(5446.6533203125, tensor(1.3565))
INFO:62:train:(4334.841796875, tensor(1.2575))
INFO:62:test:(5369.1640625, tensor(1.3427))
INFO:63:train:(4299.693359375, tensor(1.2412))
INFO:63:test:(5281.33056640625, tensor(1.3237))
INFO:64:train:(4276.578125, tensor(1.2297))
INFO:64:test:(5263.2646484375, tensor(1.3139))
INFO:65:train:(4233.2919921875, tensor(1.2313))
INFO:65:test:(5134.55615234375, tensor(1.2889))
INFO:66:train:(4182.52880859375, tensor(1.2186))
INFO:66:test:(5066.6533203125, tensor(1.2738))
INFO:67:train:(4142.1025390625, tensor(1.2125))
INFO:67:test:(5075.77294921875, tensor(1.2737))
INFO:68:train:(4118.7099609375, tensor(1.2162))
INFO:68:test:(5005.533203125, tensor(1.2573))
INFO:69:train:(4194.71875, tensor(1.1963))
INFO:69:test:(5114.47900390625, tensor(1.2819))
INFO:70:train:(4155.13330078125, tensor(1.2368))
INFO:70:test:(5118.04638671875, tensor(1.2900))
INFO:71:train:(4169.2861328125, tensor(1.2409))
INFO:71:test:(5114.474609375, tensor(1.2981))
INFO:72:train:(4172.09814453125, tensor(1.2242))
INFO:72:test:(5160.1337890625, tensor(1.3103))
INFO:73:train:(4141.5634765625, tensor(1.2165))
INFO:73:test:(5239.2880859375, tensor(1.3202))
INFO:74:train:(4106.9345703125, tensor(1.2146))
INFO:74:test:(5411.07958984375, tensor(1.3491))
INFO:75:train:(4259.15576171875, tensor(1.2291))
INFO:75:test:(5158.283203125, tensor(1.3027))
INFO:76:train:(4029.583984375, tensor(1.1845))
INFO:76:test:(5090.0, tensor(1.2931))
INFO:77:train:(3988.702392578125, tensor(1.1821))
INFO:77:test:(5009.84375, tensor(1.2754))
INFO:78:train:(3992.276611328125, tensor(1.1865))
INFO:78:test:(4966.60888671875, tensor(1.2635))
INFO:79:train:(4000.31298828125, tensor(1.1893))
INFO:79:test:(4977.42724609375, tensor(1.2650))
INFO:80:train:(3993.744140625, tensor(1.1830))
INFO:80:test:(5038.33251953125, tensor(1.2800))
INFO:81:train:(3951.08837890625, tensor(1.1795))
INFO:81:test:(5055.67724609375, tensor(1.2867))
INFO:82:train:(3946.7890625, tensor(1.1719))
INFO:82:test:(5101.26708984375, tensor(1.2917))
INFO:83:train:(3931.208251953125, tensor(1.1732))
INFO:83:test:(5100.9794921875, tensor(1.2903))
INFO:84:train:(3910.484130859375, tensor(1.1660))
INFO:84:test:(5080.833984375, tensor(1.2845))
INFO:85:train:(3911.4130859375, tensor(1.1610))
INFO:85:test:(5081.1318359375, tensor(1.2781))
INFO:86:train:(3916.062255859375, tensor(1.1638))
INFO:86:test:(4998.98681640625, tensor(1.2650))
INFO:87:train:(3917.70556640625, tensor(1.1561))
INFO:87:test:(4982.365234375, tensor(1.2568))
INFO:88:train:(3889.407470703125, tensor(1.1588))
INFO:88:test:(4948.21044921875, tensor(1.2491))
INFO:89:train:(3881.542236328125, tensor(1.1568))
INFO:89:test:(4906.04833984375, tensor(1.2430))
INFO:90:train:(3897.81298828125, tensor(1.1508))
INFO:90:test:(4959.86279296875, tensor(1.2474))
INFO:91:train:(3895.61328125, tensor(1.1562))
INFO:91:test:(4931.02783203125, tensor(1.2480))
INFO:92:train:(3862.348876953125, tensor(1.1467))
INFO:92:test:(4966.73486328125, tensor(1.2575))
INFO:93:train:(3842.29052734375, tensor(1.1443))
INFO:93:test:(5045.6748046875, tensor(1.2710))
INFO:94:train:(3853.8671875, tensor(1.1478))
INFO:94:test:(5022.0576171875, tensor(1.2759))
INFO:95:train:(3879.239501953125, tensor(1.1403))
INFO:95:test:(5050.8759765625, tensor(1.2789))
INFO:96:train:(3827.21728515625, tensor(1.1440))
INFO:96:test:(5037.90869140625, tensor(1.2765))
INFO:97:train:(3817.6904296875, tensor(1.1416))
INFO:97:test:(4992.2646484375, tensor(1.2709))
INFO:98:train:(3868.2216796875, tensor(1.1362))
INFO:98:test:(5046.0537109375, tensor(1.2732))
INFO:99:train:(3892.398193359375, tensor(1.1593))
INFO:99:test:(4958.23095703125, tensor(1.2659))
INFO:100:train:(3820.493896484375, tensor(1.1369))
INFO:100:test:(4969.16943359375, tensor(1.2650))
INFO:101:train:(3816.996337890625, tensor(1.1303))
INFO:101:test:(5055.2578125, tensor(1.2684))
INFO:102:train:(3862.836669921875, tensor(1.1414))
INFO:102:test:(5007.21044921875, tensor(1.2641))
INFO:103:train:(3798.673583984375, tensor(1.1267))
INFO:103:test:(5003.541015625, tensor(1.2683))
INFO:104:train:(3798.308837890625, tensor(1.1236))
INFO:104:test:(5031.41162109375, tensor(1.2670))
INFO:105:train:(3815.234130859375, tensor(1.1388))
INFO:105:test:(4986.83056640625, tensor(1.2646))
INFO:106:train:(3773.8291015625, tensor(1.1277))
INFO:106:test:(4998.080078125, tensor(1.2660))
INFO:107:train:(3766.252685546875, tensor(1.1220))
INFO:107:test:(5062.51611328125, tensor(1.2678))
INFO:108:train:(3801.395751953125, tensor(1.1271))
INFO:108:test:(5019.51220703125, tensor(1.2664))
INFO:109:train:(3747.18359375, tensor(1.1164))
INFO:109:test:(5001.5302734375, tensor(1.2635))
INFO:110:train:(3776.11865234375, tensor(1.1142))
INFO:110:test:(5016.36279296875, tensor(1.2586))
INFO:111:train:(3778.019287109375, tensor(1.1215))
INFO:111:test:(4962.36669921875, tensor(1.2538))
INFO:112:train:(3724.12109375, tensor(1.1158))
INFO:112:test:(4942.49609375, tensor(1.2553))
INFO:113:train:(3790.651611328125, tensor(1.1100))
INFO:113:test:(4904.81640625, tensor(1.2488))
INFO:114:train:(3746.23583984375, tensor(1.1211))
INFO:114:test:(4947.63232421875, tensor(1.2521))
INFO:115:train:(3720.183349609375, tensor(1.1163))
INFO:115:test:(4976.76220703125, tensor(1.2571))
INFO:116:train:(3832.36181640625, tensor(1.1152))
INFO:116:test:(4982.70947265625, tensor(1.2616))
INFO:117:train:(3766.941650390625, tensor(1.1295))
INFO:117:test:(4948.5400390625, tensor(1.2647))
INFO:118:train:(3719.292724609375, tensor(1.1135))
INFO:118:test:(5013.1865234375, tensor(1.2773))
INFO:119:train:(3730.905029296875, tensor(1.1023))
INFO:119:test:(5048.89013671875, tensor(1.2784))
INFO:120:train:(3681.56982421875, tensor(1.1005))
INFO:120:test:(5069.73974609375, tensor(1.2763))
INFO:121:train:(3710.69873046875, tensor(1.1009))
INFO:121:test:(5036.169921875, tensor(1.2714))
INFO:122:train:(3699.21435546875, tensor(1.0978))
INFO:122:test:(4977.33642578125, tensor(1.2636))
INFO:123:train:(3662.549072265625, tensor(1.0949))
INFO:123:test:(4953.7490234375, tensor(1.2550))
INFO:124:train:(3680.596923828125, tensor(1.1043))
INFO:124:test:(4931.0830078125, tensor(1.2510))
INFO:125:train:(3648.760498046875, tensor(1.1011))
INFO:125:test:(4934.59912109375, tensor(1.2536))
INFO:126:train:(3659.88525390625, tensor(1.0901))
INFO:126:test:(4959.32666015625, tensor(1.2554))
INFO:127:train:(3645.723876953125, tensor(1.0906))
INFO:127:test:(4974.2880859375, tensor(1.2581))
INFO:128:train:(3634.918212890625, tensor(1.0951))
INFO:128:test:(4976.103515625, tensor(1.2644))
INFO:129:train:(3669.685546875, tensor(1.0861))
INFO:129:test:(4952.26806640625, tensor(1.2608))
INFO:130:train:(3621.926513671875, tensor(1.0921))
INFO:130:test:(4983.349609375, tensor(1.2611))
INFO:131:train:(3634.276611328125, tensor(1.0914))
INFO:131:test:(4975.041015625, tensor(1.2602))
INFO:132:train:(3661.1005859375, tensor(1.0848))
INFO:132:test:(4948.5078125, tensor(1.2567))
INFO:133:train:(3594.52197265625, tensor(1.0869))
INFO:133:test:(4935.0771484375, tensor(1.2561))
INFO:134:train:(3619.009033203125, tensor(1.0852))
INFO:134:test:(4947.8583984375, tensor(1.2567))
INFO:135:train:(3585.891357421875, tensor(1.0758))
INFO:135:test:(5008.64794921875, tensor(1.2585))
INFO:136:train:(3628.426513671875, tensor(1.0826))
INFO:136:test:(5015.04150390625, tensor(1.2635))
INFO:137:train:(3606.295654296875, tensor(1.0749))
INFO:137:test:(4988.7734375, tensor(1.2659))
INFO:138:train:(3569.49267578125, tensor(1.0723))
INFO:138:test:(4979.73583984375, tensor(1.2631))
INFO:139:train:(3603.0830078125, tensor(1.0853))
INFO:139:test:(4976.103515625, tensor(1.2620))
INFO:140:train:(3560.654541015625, tensor(1.0718))
INFO:140:test:(4971.34716796875, tensor(1.2598))
INFO:141:train:(3570.165771484375, tensor(1.0701))
INFO:141:test:(4948.69970703125, tensor(1.2548))
INFO:142:train:(3568.459228515625, tensor(1.0787))
INFO:142:test:(4931.84375, tensor(1.2558))
INFO:143:train:(3571.43017578125, tensor(1.0674))
INFO:143:test:(4932.595703125, tensor(1.2525))
INFO:144:train:(3539.75, tensor(1.0692))
INFO:144:test:(4959.77978515625, tensor(1.2547))
INFO:145:train:(3557.79150390625, tensor(1.0707))
INFO:145:test:(4970.7197265625, tensor(1.2634))
INFO:146:train:(3558.901611328125, tensor(1.0635))
INFO:146:test:(4965.3046875, tensor(1.2617))
INFO:147:train:(3552.93408203125, tensor(1.0755))
INFO:147:test:(4973.81396484375, tensor(1.2659))
INFO:148:train:(3532.867919921875, tensor(1.0619))
INFO:148:test:(5000.40673828125, tensor(1.2655))
INFO:149:train:(3529.26318359375, tensor(1.0619))
INFO:149:test:(4982.705078125, tensor(1.2620))
INFO:150:train:(3523.80908203125, tensor(1.0623))
INFO:150:test:(4943.224609375, tensor(1.2595))
INFO:151:train:(3525.252685546875, tensor(1.0592))
INFO:151:test:(4939.33984375, tensor(1.2546))
INFO:152:train:(3516.68603515625, tensor(1.0652))
INFO:152:test:(4958.45458984375, tensor(1.2590))
INFO:153:train:(3519.613525390625, tensor(1.0577))
INFO:153:test:(4958.13671875, tensor(1.2568))
INFO:154:train:(3516.53369140625, tensor(1.0640))
INFO:154:test:(4959.28564453125, tensor(1.2635))
INFO:155:train:(3526.4755859375, tensor(1.0548))
INFO:155:test:(4970.216796875, tensor(1.2600))
INFO:156:train:(3515.336181640625, tensor(1.0622))
INFO:156:test:(4981.32861328125, tensor(1.2631))
INFO:157:train:(3496.036376953125, tensor(1.0537))
INFO:157:test:(4947.0673828125, tensor(1.2572))
INFO:158:train:(3483.50634765625, tensor(1.0563))
INFO:158:test:(4940.01708984375, tensor(1.2562))
INFO:159:train:(3485.944091796875, tensor(1.0547))
INFO:159:test:(4957.380859375, tensor(1.2583))
INFO:160:train:(3478.109375, tensor(1.0518))
INFO:160:test:(4955.73974609375, tensor(1.2578))
INFO:161:train:(3474.15283203125, tensor(1.0534))
INFO:161:test:(4952.50732421875, tensor(1.2617))
INFO:162:train:(3485.263671875, tensor(1.0495))
INFO:162:test:(4974.78515625, tensor(1.2607))
INFO:163:train:(3495.18603515625, tensor(1.0584))
INFO:163:test:(5022.36279296875, tensor(1.2733))
INFO:164:train:(3534.21044921875, tensor(1.0504))
INFO:164:test:(4956.22216796875, tensor(1.2533))
INFO:165:train:(3676.0654296875, tensor(1.1047))
INFO:165:test:(4974.078125, tensor(1.2663))
INFO:166:train:(3574.76806640625, tensor(1.0489))
INFO:166:test:(4944.794921875, tensor(1.2562))
INFO:167:train:(3547.263671875, tensor(1.0503))
INFO:167:test:(5000.03125, tensor(1.2527))
INFO:168:train:(3648.60693359375, tensor(1.0793))
INFO:168:test:(4926.27490234375, tensor(1.2527))
INFO:169:train:(3481.923095703125, tensor(1.0519))
INFO:169:test:(4991.70263671875, tensor(1.2678))
INFO:170:train:(3623.443359375, tensor(1.0532))
INFO:170:test:(4948.15087890625, tensor(1.2573))
INFO:171:train:(3497.7890625, tensor(1.0552))
INFO:171:test:(4976.10107421875, tensor(1.2544))
INFO:172:train:(3554.12890625, tensor(1.0667))
INFO:172:test:(4918.5458984375, tensor(1.2536))
INFO:173:train:(3533.133544921875, tensor(1.0492))
INFO:173:test:(4926.8818359375, tensor(1.2549))
INFO:174:train:(3527.047119140625, tensor(1.0468))
INFO:174:test:(4971.8251953125, tensor(1.2543))
INFO:175:train:(3528.3388671875, tensor(1.0591))
INFO:175:test:(4959.267578125, tensor(1.2543))
INFO:176:train:(3488.537353515625, tensor(1.0497))
INFO:176:test:(4969.77587890625, tensor(1.2632))
INFO:177:train:(3560.7802734375, tensor(1.0485))
INFO:177:test:(4921.72900390625, tensor(1.2513))
INFO:178:train:(3493.332275390625, tensor(1.0579))
INFO:178:test:(4920.7255859375, tensor(1.2491))
INFO:179:train:(3529.8212890625, tensor(1.0685))
INFO:179:test:(4886.0126953125, tensor(1.2488))
INFO:180:train:(3499.984130859375, tensor(1.0455))
INFO:180:test:(4869.26904296875, tensor(1.2406))
INFO:181:train:(3545.18017578125, tensor(1.0650))
INFO:181:test:(5032.64453125, tensor(1.2663))
INFO:182:train:(3552.827392578125, tensor(1.0616))
INFO:182:test:(5257.10693359375, tensor(1.3229))
INFO:183:train:(3526.211669921875, tensor(1.0508))
INFO:183:test:(5253.6298828125, tensor(1.3304))
INFO:184:train:(3530.919677734375, tensor(1.0584))
INFO:184:test:(5146.67626953125, tensor(1.3035))
INFO:185:train:(3527.596435546875, tensor(1.0731))
INFO:185:test:(5006.5888671875, tensor(1.2665))
INFO:186:train:(3518.399658203125, tensor(1.0681))
INFO:186:test:(4847.97509765625, tensor(1.2321))
INFO:187:train:(3509.590576171875, tensor(1.0551))
INFO:187:test:(4789.3369140625, tensor(1.2124))
INFO:188:train:(3561.2890625, tensor(1.0701))
INFO:188:test:(4662.533203125, tensor(1.1810))
INFO:189:train:(3744.57421875, tensor(1.1197))
INFO:189:test:(4276.4404296875, tensor(1.1168))
INFO:190:train:(4201.3603515625, tensor(1.2625))
INFO:190:test:(4307.4482421875, tensor(1.1235))
INFO:191:train:(4303.0771484375, tensor(1.2465))
INFO:191:test:(4410.7724609375, tensor(1.1459))
INFO:192:train:(4328.61572265625, tensor(1.2446))
INFO:192:test:(4496.142578125, tensor(1.1675))
INFO:193:train:(4226.78076171875, tensor(1.2508))
INFO:193:test:(4666.92724609375, tensor(1.1956))
INFO:194:train:(4199.47509765625, tensor(1.2763))
INFO:194:test:(4733.181640625, tensor(1.2104))
INFO:195:train:(4169.88134765625, tensor(1.2664))
INFO:195:test:(4455.45068359375, tensor(1.1399))
INFO:196:train:(4347.5263671875, tensor(1.2773))
INFO:196:test:(5251.55712890625, tensor(1.3164))
INFO:197:train:(4675.57763671875, tensor(1.2594))
INFO:197:test:(5016.17822265625, tensor(1.2814))
INFO:198:train:(4192.828125, tensor(1.2038))
INFO:198:test:(5063.34912109375, tensor(1.2693))
INFO:199:train:(4183.7783203125, tensor(1.2247))
INFO:199:test:(4904.7890625, tensor(1.2363))
INFO:200:train:(4089.654052734375, tensor(1.2001))
INFO:200:test:(4571.5732421875, tensor(1.1918))
INFO:201:train:(3851.3076171875, tensor(1.1224))
INFO:201:test:(5110.83251953125, tensor(1.2904))
INFO:202:train:(4253.56982421875, tensor(1.1451))
INFO:202:test:(4998.9306640625, tensor(1.2686))
INFO:203:train:(4141.9658203125, tensor(1.1332))
INFO:203:test:(4841.13720703125, tensor(1.2339))
INFO:204:train:(3883.515869140625, tensor(1.1172))
INFO:204:test:(5000.90478515625, tensor(1.2379))
INFO:205:train:(4053.185302734375, tensor(1.1519))
INFO:205:test:(5065.51416015625, tensor(1.2463))
INFO:206:train:(4062.9453125, tensor(1.1511))
INFO:206:test:(4943.93994140625, tensor(1.2456))
INFO:207:train:(3782.15966796875, tensor(1.1056))
INFO:207:test:(4986.33154296875, tensor(1.2601))
INFO:208:train:(3883.465576171875, tensor(1.0936))
INFO:208:test:(5016.548828125, tensor(1.2640))
INFO:209:train:(3936.377197265625, tensor(1.0927))
INFO:209:test:(4950.537109375, tensor(1.2511))
INFO:210:train:(3837.155029296875, tensor(1.0850))
INFO:210:test:(4924.0390625, tensor(1.2422))
INFO:211:train:(3707.261474609375, tensor(1.0913))
INFO:211:test:(5038.3642578125, tensor(1.2508))
INFO:212:train:(3839.15380859375, tensor(1.1172))
INFO:212:test:(4970.083984375, tensor(1.2475))
INFO:213:train:(3735.887451171875, tensor(1.1041))
INFO:213:test:(4885.0830078125, tensor(1.2455))
INFO:214:train:(3728.59912109375, tensor(1.0812))
INFO:214:test:(4926.03125, tensor(1.2575))
INFO:215:train:(3795.67333984375, tensor(1.0793))
INFO:215:test:(4946.12255859375, tensor(1.2659))
INFO:216:train:(3717.570068359375, tensor(1.0750))
INFO:216:test:(5016.80908203125, tensor(1.2765))
INFO:217:train:(3637.981689453125, tensor(1.0789))
INFO:217:test:(5135.15283203125, tensor(1.2893))
INFO:218:train:(3724.239990234375, tensor(1.0876))
INFO:218:test:(5111.07421875, tensor(1.2891))
INFO:219:train:(3644.779296875, tensor(1.0745))
INFO:219:test:(5068.63525390625, tensor(1.2863))
INFO:220:train:(3620.64501953125, tensor(1.0638))
INFO:220:test:(5058.703125, tensor(1.2817))
INFO:221:train:(3652.081787109375, tensor(1.0623))
INFO:221:test:(5028.28369140625, tensor(1.2706))
INFO:222:train:(3582.92578125, tensor(1.0619))
INFO:222:test:(5043.24365234375, tensor(1.2634))
INFO:223:train:(3611.593994140625, tensor(1.0709))
INFO:223:test:(4980.0283203125, tensor(1.2525))
INFO:224:train:(3584.55615234375, tensor(1.0674))
INFO:224:test:(4873.03662109375, tensor(1.2410))
INFO:225:train:(3550.176025390625, tensor(1.0572))
INFO:225:test:(4845.12548828125, tensor(1.2382))
INFO:226:train:(3576.9638671875, tensor(1.0563))
INFO:226:test:(4861.6201171875, tensor(1.2397))
INFO:227:train:(3525.525146484375, tensor(1.0559))
INFO:227:test:(4938.6298828125, tensor(1.2477))
INFO:228:train:(3538.692138671875, tensor(1.0595))
INFO:228:test:(4970.46630859375, tensor(1.2553))
INFO:229:train:(3508.444580078125, tensor(1.0538))
INFO:229:test:(4981.71630859375, tensor(1.2638))
INFO:230:train:(3511.63720703125, tensor(1.0478))
INFO:230:test:(5005.01318359375, tensor(1.2688))
INFO:231:train:(3511.003662109375, tensor(1.0475))
INFO:231:test:(5030.0576171875, tensor(1.2683))
INFO:232:train:(3490.5048828125, tensor(1.0491))
INFO:232:test:(5012.140625, tensor(1.2637))
INFO:233:train:(3493.664794921875, tensor(1.0492))
INFO:233:test:(4940.66357421875, tensor(1.2559))
INFO:234:train:(3473.7626953125, tensor(1.0454))
INFO:234:test:(4895.90185546875, tensor(1.2477))
INFO:235:train:(3480.690185546875, tensor(1.0446))
INFO:235:test:(4880.05126953125, tensor(1.2402))
INFO:236:train:(3462.518310546875, tensor(1.0467))
INFO:236:test:(4872.36669921875, tensor(1.2351))
INFO:237:train:(3473.84765625, tensor(1.0488))
INFO:237:test:(4838.580078125, tensor(1.2314))
INFO:238:train:(3457.8193359375, tensor(1.0444))
INFO:238:test:(4840.64453125, tensor(1.2312))
INFO:239:train:(3461.71728515625, tensor(1.0428))
INFO:239:test:(4868.8857421875, tensor(1.2331))
INFO:240:train:(3448.72314453125, tensor(1.0438))
INFO:240:test:(4894.14501953125, tensor(1.2371))
INFO:241:train:(3448.15966796875, tensor(1.0429))
INFO:241:test:(4900.470703125, tensor(1.2420))
INFO:242:train:(3447.558837890625, tensor(1.0402))
INFO:242:test:(4918.17626953125, tensor(1.2459))
INFO:243:train:(3438.638427734375, tensor(1.0403))
INFO:243:test:(4942.72705078125, tensor(1.2489))
INFO:244:train:(3446.31787109375, tensor(1.0425))
INFO:244:test:(4925.6171875, tensor(1.2504))
INFO:245:train:(3433.603515625, tensor(1.0409))
INFO:245:test:(4915.78271484375, tensor(1.2512))
INFO:246:train:(3437.94970703125, tensor(1.0403))
INFO:246:test:(4922.87353515625, tensor(1.2513))
INFO:247:train:(3433.789794921875, tensor(1.0420))
INFO:247:test:(4914.86962890625, tensor(1.2510))
INFO:248:train:(3424.441650390625, tensor(1.0416))
INFO:248:test:(4901.9921875, tensor(1.2508))
INFO:249:train:(3429.22607421875, tensor(1.0400))
INFO:249:test:(4905.46923828125, tensor(1.2507))
INFO:250:train:(3420.8505859375, tensor(1.0401))
INFO:250:test:(4919.28173828125, tensor(1.2511))
INFO:251:train:(3425.924560546875, tensor(1.0411))
INFO:251:test:(4910.74267578125, tensor(1.2515))
INFO:252:train:(3419.231689453125, tensor(1.0387))
INFO:252:test:(4916.796875, tensor(1.2522))
INFO:253:train:(3418.71435546875, tensor(1.0377))
INFO:253:test:(4939.37939453125, tensor(1.2532))
INFO:254:train:(3420.328369140625, tensor(1.0387))
INFO:254:test:(4935.66650390625, tensor(1.2541))
INFO:255:train:(3412.045654296875, tensor(1.0368))
INFO:255:test:(4937.1435546875, tensor(1.2546))
INFO:256:train:(3412.638427734375, tensor(1.0360))
INFO:256:test:(4947.279296875, tensor(1.2542))
INFO:257:train:(3413.066162109375, tensor(1.0370))
INFO:257:test:(4933.1767578125, tensor(1.2536))
INFO:258:train:(3410.583740234375, tensor(1.0360))
INFO:258:test:(4926.77587890625, tensor(1.2529))
INFO:259:train:(3402.631591796875, tensor(1.0359))
INFO:259:test:(4930.734375, tensor(1.2527))
INFO:260:train:(3410.265380859375, tensor(1.0369))
INFO:260:test:(4912.4912109375, tensor(1.2527))
